"","codew","flux_umolm2sec","plot_code","sub_plot","plot_corner_code","collar_number","measurement_code","treatment_code_partitioning","disturbance_code_control","litter_code","replica","year","egm_measurement","recno","day","month","hour","min","co2ref_ppm_sec","InputD","time","InputF","atmp_mb","probe_type","quality_code","comments","collar_num","vwc_percent_in","vwc_percent_out","soil_temp_c_in","soil_temp_c_out","air_temp_c","ch_new","ch_fill","collar_diam","codew"
"98","1.1.27.2.2006","1.4751791898313","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,27,27,2,8,48,451,26,124,0.19,991,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.72238095238095,12,"1.1.27.2.2006"
"99","1.1.27.2.2014","4.13843207593689","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,20,27,2,0,12,490,50,91,0.52,993,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.975,12,"1.1.27.2.2014"
"100","1.1.27.3.2006","1.94074841357583","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,27,27,3,8,29,466,31,124,0.24,994,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.435,12,"1.1.27.3.2006"
"101","1.1.27.3.2014","3.66262597400252","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,22,27,3,23,10,520,52,100,0.49,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.41666666666667,12,"1.1.27.3.2014"
"102","1.1.27.4.2012","7.79555364050229","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,13,27,4,10,13,512,50,57,0.83,990,8,NA,NA,1,NA,18,NA,24.3,24.3,6.5,6.5,12,"1.1.27.4.2012"
"103","1.1.27.5.2006","1.5170880160387","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,27,27,5,7,49,608,24,124,0.18,994,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.16917582417582,12,"1.1.27.5.2006"
"104","1.1.27.5.2009","3.13956822133726","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2009,NA,25,27,5,9,2,472,50,115,0.41,992,8,NA,NA,1,NA,22.6,NA,NA,25.4508076923077,5.86692307692308,5.86692307692308,12,"1.1.27.5.2009"
"105","1.1.27.5.2011","2.2405272072634","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,27,27,5,7,35,509,36,124,0.27,997,8,NA,NA,1,NA,36,NA,21.7,21.7,8,8,12,"1.1.27.5.2011"
"106","1.1.27.7.2005","1.31967007308058","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2005,NA,27,27,7,9,13,524,23,124,0.17,995,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.76404761904762,12,"1.1.27.7.2005"
"107","1.1.27.7.2012","4.92364351461042","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,27,27,7,8,0,697,46,124,0.35,995,8,NA,NA,1,NA,5,NA,23.4,23.4,7.4,7.4,12,"1.1.27.7.2012"
"108","1.1.27.7.2016","2.64161755279427","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",1,2016,50,27,27,7,13,26,472,49,124,0.37,990,8,"good","NaN",1,NA,13.9857142857143,NA,23.3428571428571,24.5571428571429,3.77142857142857,3.77142857142857,12,"1.1.27.7.2016"
"109","1.1.28.1.2006","3.08781289818526","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,27,28,1,8,21,604,46,124,0.35,992,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.5263333333,12,"1.1.28.1.2006"
"110","1.1.28.1.2016","-9.28502064753854","TAM-05",25,NA,1,"TOTAL","con_nor_lit",NA,"normal",1,2016,41,16,28,1,11,45,465,51,72,0.66,987,8,"good",NA,1,NA,24.3714285714286,NA,26.1142857142857,26.5428571428571,4.44285714285714,4.44285714285714,12,"1.1.28.1.2016"
"111","1.1.28.10.2014","6.58671416453851","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,14,28,10,7,58,568,50,62,0.76,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.94285714285714,12,"1.1.28.10.2014"
"112","1.1.28.11.2012","5.49213290991829","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,20,28,11,0,0,696,52,76,0.64,988,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.20833333333333,12,"1.1.28.11.2012"
"113","1.1.28.2.2012","6.17552536891158","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,13,28,2,12,17,470,51,57,0.84,992,8,NA,NA,1,NA,24,NA,24.7,24.7,7.6,7.6,12,"1.1.28.2.2012"
"114","1.1.28.3.2016","2.54606363420029","TAM-05",25,NA,1,"TOTAL","con_nor_lit",NA,"normal",1,2016,41,21,28,3,11,32,518,51,96,0.5,996,8,"good",NA,1,NA,24.0666666666667,NA,24.0166666666667,25.4666666666667,3.08333333333333,3.08333333333333,12,"1.1.28.3.2016"
"115","1.1.28.4.2005","0.975577769526097","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2005,NA,27,28,4,8,57,446,22,124,0.17,997,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.47559523809524,12,"1.1.28.4.2005"
"116","1.1.28.4.2007","2.11587194614369","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,27,28,4,7,57,475,48,124,0.37,998,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.47559523809524,12,"1.1.28.4.2007"
"117","1.1.28.7.2013","4.46701268773598","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,27,28,7,7,59,624,50,124,0.38,998,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.17857142857143,12,"1.1.28.7.2013"
"118","1.1.28.8.2016","3.72184999727554","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",1,2016,50,19,28,8,8,28,605,51,86,0.55,990,8,"good","NaN",1,NA,15.6,NA,24.7,27.75,3.91666666666667,3.91666666666667,12,"1.1.28.8.2016"
"119","1.1.28.9.2016","4.65657396348269","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",1,2016,50,15,28,9,8,10,619,52,67,0.73,996,8,"good","NaN",1,NA,20.45,NA,25.4333333333333,28.1,3.85,3.85,12,"1.1.28.9.2016"
"120","1.1.29.1.2012","6.6157095463891","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,14,29,1,9,27,480,51,62,0.77,989,8,NA,NA,1,NA,20,NA,25.1,25.1,7.8,7.8,12,"1.1.29.1.2012"
"121","1.1.29.10.2016","4.09368294608324","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",1,2016,50,18,29,10,7,50,576,50,81,0.58,995,8,"good","NaN",1,NA,11.9,NA,24.8428571428571,25.8428571428571,4.65714285714286,4.65714285714286,12,"1.1.29.10.2016"
"122","1.1.29.5.2013","1.96718575059275","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,31,29,5,7,11,526,31,124,0.23,987,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.30833333333333,12,"1.1.29.5.2013"
"123","1.1.29.6.2016","2.82944152547543","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",1,2016,50,24,29,6,8,40,483,50,110,0.43,997,8,"good","NaN",1,NA,12.6666666666667,NA,20.7666666666667,21.3666666666667,3.66666666666667,3.66666666666667,12,"1.1.29.6.2016"
"124","1.1.29.8.2005","2.70172515948138","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2005,NA,27,29,8,9,13,515,47,124,0.36,988,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.31071428571429,12,"1.1.29.8.2005"
"125","1.1.30.11.2011","14.3278626777445","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,8,30,11,10,14,580,54,33,1.54,992,8,NA,NA,1,NA,NA,NA,25.7,25.7,8,8,12,"1.1.30.11.2011"
"126","1.1.30.5.2007","2.88002523769117","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,23,30,5,8,31,447,50,105,0.45,999,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.16917582417582,12,"1.1.30.5.2007"
"127","1.1.30.8.2007","2.20626075934623","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,27,30,8,8,49,477,34,124,0.25,993,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.31071428571429,12,"1.1.30.8.2007"
"128","1.1.30.9.2005","1.81712327876727","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2005,NA,27,30,9,6,57,622,27,124,0.2,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.87869047619048,12,"1.1.30.9.2005"
"129","1.1.30.9.2015","1.21441355770055","TAM-05",25,NA,1,"TOTAL","con_nor_lit",NA,"normal",1,2015,41,12,30,9,11,6,519,50,52,0.89,984,8,"good",NA,1,NA,20.4666666666667,NA,27.05,27.9666666666667,2.48333333333333,2.48333333333333,12,"1.1.30.9.2015"
"130","1.1.31.7.2009","2.21300990216729","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2009,NA,37,31,7,7,38,589,36,124,0.27,996,8,NA,NA,1,NA,19.8888888888889,NA,NA,25.4508076923077,5.86142857142857,5.86142857142857,12,"1.1.31.7.2009"
"131","1.1.4.5.2014","4.29149104313158","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,20,4,5,8,34,510,50,91,0.52,992,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.30833333333333,12,"1.1.4.5.2014"
"132","1.2.1.3.2009","4.91145497638335","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,14,1,3,15,22,446,55,62,0.83,985,8,NA,NA,1,NA,44.5,NA,NA,25.4508076923077,4.75,4.75,12,"1.2.1.3.2009"
"133","1.2.1.8.2007","1.78454871300414","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,27,1,8,9,2,636,25,124,0.19,994,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.23125,12,"1.2.1.8.2007"
"134","1.2.12.12.2011","6.7023086620449","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,12,12,12,9,35,481,51,52,0.92,987,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,3.175,12,"1.2.12.12.2011"
"135","1.2.12.4.2015","4.86360161005628","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2015,51,16,12,4,9,6,524,50,72,0.65,992,8,"good","NaN",1,NA,30.2,NA,24.65,25.55,5.65,5.65,12,"1.2.12.4.2015"
"136","1.2.13.12.2005","2.64986921691721","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,27,13,12,10,12,459,47,124,0.35,987,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,3.925,12,"1.2.13.12.2005"
"137","1.2.13.3.2011","7.13998465063968","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,19,13,3,13,15,532,50,86,0.55,985,8,NA,NA,1,NA,40,NA,NA,10.6,9.86666666666667,9.86666666666667,12,"1.2.13.3.2011"
"138","1.2.13.6.2011","4.47641098510471","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,24,13,6,13,47,525,50,110,0.43,993,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.889375,12,"1.2.13.6.2011"
"139","1.2.15.1.2015","6.80890096080423","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2015,51,22,15,1,8,54,560,50,57,0.82,992,8,"good","NaN",1,NA,24.5,NA,24.6,25.6,6.55,6.55,12,"1.2.15.1.2015"
"140","1.2.15.10.2012","7.82676001768982","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,12,15,10,9,35,489,54,52,0.97,988,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.45,12,"1.2.15.10.2012"
"141","1.2.16.7.2014","2.02547541615504","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,27,16,7,23,33,498,39,124,0.29,1002,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.13583333333333,12,"1.2.16.7.2014"
"142","1.2.17.12.2007","3.75236263150086","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,19,17,12,11,24,481,47,86,0.52,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,3.925,12,"1.2.17.12.2007"
"143","1.2.17.12.2009","4.29908894592205","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,19,17,12,8,30,533,51,86,0.56,988,8,NA,NA,1,NA,23.5,NA,NA,25.4508076923077,4.35,4.35,12,"1.2.17.12.2009"
"144","1.2.17.12.2012","3.27668423477751","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,25,17,12,8,10,562,52,115,0.42,987,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,3.175,12,"1.2.17.12.2012"
"145","1.2.17.6.2014","3.58608755151138","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,22,17,6,23,13,580,51,100,0.49,999,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.889375,12,"1.2.17.6.2014"
"146","1.2.18.12.2006","2.97062041660485","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,18,12,7,7,508,50,124,0.37,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,3.925,12,"1.2.18.12.2006"
"147","1.2.18.5.2015","3.51709646824989","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2015,51,20,18,5,8,13,534,50,91,0.52,994,8,"good","NaN",1,NA,21,NA,23.7,22.6,3.5,3.5,12,"1.2.18.5.2015"
"148","1.2.18.7.2011","7.45778863574789","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,12,18,7,9,4,617,51,52,0.93,994,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.13583333333333,12,"1.2.18.7.2011"
"149","1.2.19.10.2013","4.60326736650345","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,17,19,10,7,43,497,51,76,0.63,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.45,12,"1.2.19.10.2013"
"150","1.2.19.12.2008","3.43966574554246","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,25,19,12,8,31,594,50,115,0.41,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,3.925,12,"1.2.19.12.2008"
"151","1.2.19.12.2013","4.26529299641082","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,19,19,12,11,18,533,51,86,0.56,986,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,3.175,12,"1.2.19.12.2013"
"152","1.2.19.9.2012","2.41571724489565","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,27,19,9,10,42,467,47,124,0.35,988,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.466875,12,"1.2.19.9.2012"
"153","1.2.2.10.2006","2.62874832999733","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,2,10,7,45,572,38,124,0.29,992,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.925,12,"1.2.2.10.2006"
"154","1.2.20.1.2014","4.03439036490143","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,23,20,1,8,39,509,50,105,0.45,987,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.9,12,"1.2.20.1.2014"
"155","1.2.20.11.2007","4.52645505620409","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,17,20,11,9,19,510,51,76,0.62,991,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.125,12,"1.2.20.11.2007"
"156","1.2.20.11.2016","3.81204318979604","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2016,51,19,20,11,7,57,511,50,86,0.55,987,8,"good","NaN",1,NA,29.6,NA,23.9,24.4,3.5,3.5,12,"1.2.20.11.2016"
"157","1.2.20.12.2016","4.19845243006254","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2016,51,14,20,12,8,12,587,52,62,0.79,987,8,"good","NaN",1,NA,28,NA,27,27.2,0.5,0.5,12,"1.2.20.12.2016"
"158","1.2.20.2.2015","5.10493862256182","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2015,51,16,20,2,9,17,775,52,72,0.68,986,8,"good","NaN",1,NA,36,NA,24.8,26.7,3.2,3.2,12,"1.2.20.2.2015"
"159","1.2.20.7.2015","NaN","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2015,51,12,20,7,9,42,546,51,52,0.91,992,8,"good","NaN",1,NA,23.65,NA,22.9,26.1,6.3,6.3,12,"1.2.20.7.2015"
"160","1.2.20.8.2014","3.2700857160687","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,24,20,8,8,30,644,51,110,0.43,995,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.53125,12,"1.2.20.8.2014"
"161","1.2.21.12.2014","4.31926558220671","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,32,21,12,8,17,568,50,81,0.57,987,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,3.175,12,"1.2.21.12.2014"
"162","1.2.21.3.2012","7.9556208188491","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,11,21,3,10,23,514,51,48,1.02,992,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.53333333333333,12,"1.2.21.3.2012"
"163","1.2.21.4.2016","3.69545208703644","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2016,51,25,21,4,8,12,501,31,110,0.26,990,8,"good","NaN",1,NA,33,NA,24.85,25,6.6,6.6,12,"1.2.21.4.2016"
"164","1.2.22.11.2008","3.18849739878666","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,27,22,11,8,21,588,51,124,0.39,992,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.125,12,"1.2.22.11.2008"
"165","1.2.22.2.2008","2.44755364337067","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,27,22,2,9,32,454,47,124,0.36,991,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,2.575,12,"1.2.22.2.2008"
"166","1.2.22.2.2013","2.50365849703234","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,27,22,2,10,4,437,46,124,0.35,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.06388888888889,12,"1.2.22.2.2013"
"167","1.2.22.3.2008","3.63361165528417","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,19,22,3,10,25,532,51,86,0.56,991,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,3.375,12,"1.2.22.3.2008"
"168","1.2.22.5.2014","2.84650842536005","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,27,22,5,22,43,472,45,124,0.34,998,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.97642857142857,12,"1.2.22.5.2014"
"169","1.2.22.6.2007","2.39861199437274","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,27,22,6,7,33,655,43,124,0.32,994,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.239375,12,"1.2.22.6.2007"
"170","1.2.22.8.2013","1.87418030857468","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,34,22,8,7,55,622,35,124,0.27,985,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.53125,12,"1.2.22.8.2013"
"171","1.2.22.9.2008","2.18554220788305","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,27,22,9,9,22,466,32,124,0.24,997,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.066875,12,"1.2.22.9.2008"
"172","1.2.22.9.2014","3.98120634206014","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,21,22,9,22,42,536,50,96,0.5,994,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.466875,12,"1.2.22.9.2014"
"173","1.2.23.1.2008","3.66595197890248","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,21,23,1,9,37,533,50,96,0.49,988,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.68816666665,12,"1.2.23.1.2008"
"174","1.2.23.10.2007","3.08280485972414","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,26,23,10,8,47,472,50,120,0.39,992,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.925,12,"1.2.23.10.2007"
"175","1.2.23.2.2010","3.11648971452287","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2010,NA,25,23,2,8,4,503,51,115,0.41,990,8,NA,NA,1,NA,37.5,NA,NA,25.4508076923077,4.65,4.65,12,"1.2.23.2.2010"
"176","1.2.23.3.2015","4.80059397401325","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2015,51,15,23,3,9,8,580,52,67,0.74,992,8,"good","NaN",1,NA,25,NA,25.4,27.6,3.2,3.2,12,"1.2.23.3.2015"
"177","1.2.23.4.2011","5.33860906677704","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,18,23,4,8,52,674,50,81,0.58,992,8,NA,NA,1,NA,26,NA,NA,25.4508076923077,9.33333333333333,9.33333333333333,12,"1.2.23.4.2011"
"178","1.2.23.6.2006","2.24320896375141","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,23,6,7,50,498,37,124,0.28,996,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.239375,12,"1.2.23.6.2006"
"179","1.2.23.7.2006","1.28143005257522","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,23,7,8,51,628,30,124,0.22,993,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.28583333333333,12,"1.2.23.7.2006"
"180","1.2.23.8.2015","3.57152056377135","TAM-05",1,"NaN",1,"TOTAL","NaN","NaN","normal",2,2015,51,21,23,8,8,56,576,52,96,0.51,988,8,"good","NaN",1,NA,17,NA,25.1,26.7,3.4,3.4,12,"1.2.23.8.2015"
"181","1.2.23.9.2013","3.88862014805874","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,21,23,9,7,17,782,51,96,0.5,994,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.466875,12,"1.2.23.9.2013"
"182","1.2.24.1.2007","6.06905093497234","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,16,24,1,7,52,705,54,72,0.71,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.68816666665,12,"1.2.24.1.2007"
"183","1.2.24.1.2013","5.31267192106436","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,18,24,1,10,37,435,50,81,0.57,986,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.9,12,"1.2.24.1.2013"
"184","1.2.24.11.2006","3.68450092028722","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,25,24,11,7,33,542,52,115,0.42,990,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.125,12,"1.2.24.11.2006"
"185","1.2.24.11.2009","2.89361195607866","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,26,24,11,7,46,518,52,120,0.4,987,8,NA,NA,1,NA,28.5,NA,NA,25.4508076923077,4.6,4.6,12,"1.2.24.11.2009"
"186","1.2.24.2.2011","4.15614234425279","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,27,24,2,7,16,572,51,124,0.39,988,8,NA,NA,1,NA,36.1666666666667,NA,NA,10.8,6.92777777777778,6.92777777777778,12,"1.2.24.2.2011"
"187","1.2.24.3.2013","4.30665865182409","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,20,24,3,8,42,616,51,91,0.52,984,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,6.53333333333333,12,"1.2.24.3.2013"
"188","1.2.24.4.2006","2.33193706512205","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,24,4,8,23,788,37,124,0.28,992,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.990625,12,"1.2.24.4.2006"
"189","1.2.24.4.2013","3.03693761642527","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,27,24,4,7,53,592,44,124,0.34,992,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,7.49166666666667,12,"1.2.24.4.2013"
"190","1.2.24.6.2009","3.86630892436622","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,27,24,6,9,11,604,44,124,0.34,994,8,NA,NA,1,NA,26.6666666666667,NA,NA,25.4508076923077,6.37875,6.37875,12,"1.2.24.6.2009"
"191","1.2.24.6.2013","3.30918151970368","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,23,24,6,11,13,509,50,105,0.45,991,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.889375,12,"1.2.24.6.2013"
"192","1.2.24.7.2008","2.24476090277402","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,27,24,7,8,28,740,44,124,0.33,994,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.28583333333333,12,"1.2.24.7.2008"
"193","1.2.24.9.2007","2.85515011680239","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,27,24,9,9,50,441,42,124,0.32,996,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,5.066875,12,"1.2.24.9.2007"
"194","1.2.24.9.2011","3.4025426295514","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,25,24,9,9,32,472,50,115,0.41,994,8,NA,NA,1,NA,NA,NA,NA,25.4508076923077,NA,4.466875,12,"1.2.24.9.2011"
"195","1.2.25.1.2009","5.08102772998916","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,18,25,1,8,49,509,50,81,0.58,988,8,NA,NA,1,NA,24,NA,NA,25.4508076923077,5.5263333333,5.5263333333,12,"1.2.25.1.2009"
"196","1.2.25.1.2010","3.61663584280873","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2010,NA,23,25,1,8,47,510,52,105,0.46,990,8,NA,NA,1,NA,38,NA,NA,25.4508076923077,4.6,4.6,12,"1.2.25.1.2010"
"197","1.2.25.10.2009","1.41438390848305","TAM-05",1,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,27,25,10,8,26,511,46,124,0.35,990,8,NA,NA,1,NA,29,NA,NA,25.4508076923077,4.8,4.8,12,"1.2.25.10.2009"
