"","codew","flux","plot_code","sub_plot","plot_corner_code","collar_number","measurement_code","treatment_code_partitioning","disturbance_code_control","litter_code","replica","year","egm_measurement","recno","day","month","hour","min","co2ref_ppm_sec","InputD","time","InputF","atmp_mb","probe_type","quality_code","comments","collar_num","vwc_percent_in","vwc_percent_out","soil_temp_c_in","soil_temp_c_out","air_temp_c","collar_height_cm","codew","collar_diam"
"99","10.2.18.5.2011","0.224268024407007","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,20,27,18,5,21,53,476,38,124,0.25,854,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.18.5.2011",12
"100","10.2.18.8.2011","0.363551759615646","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,20,29,18,8,12,23,488,50,124,0.33,857,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.18.8.2011",12
"101","10.2.19.10.2010","0.319332456298501","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2010,10.2,25,19,10,16,5,508,52,115,0.35,832,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.19.10.2010",12
"102","10.2.19.12.2011","0.398175736721897","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,23,19,12,13,19,481,50,105,0.39,857,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.19.12.2011",12
"103","10.2.20.2.2011","0.361854901927824","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,25,20,2,10,27,452,50,115,0.35,853,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.20.2.2011",12
"104","10.2.21.11.2010","0.426536582719585","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2010,10.2,21,21,11,11,54,466,52,96,0.43,831,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.21.11.2010",12
"105","10.2.21.3.2011","0.240670982055943","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,6,27,21,3,22,29,457,36,124,0.23,851,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.21.3.2011",12
"106","10.2.21.4.2010","0.302889097276045","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2010,10.2,27,21,4,12,30,518,51,124,0.33,833,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.21.4.2010",12
"107","10.2.21.8.2010","0.270204386098732","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2010,10.2,27,21,8,13,58,513,44,124,0.28,836,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.21.8.2010",12
"108","10.2.23.10.2013","0.898252436104435","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2013,20,19,23,10,17,20,492,52,43,0.97,847,8,"good","check numbers of sub_plot",10,NA,50.3,NA,18.7,18.7,2.7,"10.2.23.10.2013",12
"109","10.2.23.4.2011","0.345835757327324","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,40,27,23,4,17,29,461,49,124,0.32,856,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.23.4.2011",12
"110","10.2.23.5.2009","0.134940587555288","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2009,18,30,23,5,16,32,470,18,124,0.11,835,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.23.5.2009",12
"111","10.2.23.5.2010","0.369308955342181","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2010,10.2,24,23,5,11,52,503,52,105,0.39,831,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.23.5.2010",12
"112","10.2.25.1.2012","0.499118568460486","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2012,4,18,25,1,16,2,496,51,81,0.51,852,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.25.1.2012",12
"113","10.2.25.11.2013","0.400422649401973","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2013,20,19,25,11,13,11,480,50,86,0.47,851,8,"good","check numbers of sub_plot",10,NA,44.2,NA,19.2,19.2,2.4,"10.2.25.11.2013",12
"114","10.2.25.5.2013","0.439253648703634","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2013,20,19,25,5,12,48,490,51,86,0.48,857,8,"good","check numbers of sub_plot",10,NA,45.5,NA,17.6,17.6,2.9,"10.2.25.5.2013",12
"115","10.2.27.7.2013","0.338774847694888","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2013,20,23,27,7,17,10,489,50,105,0.39,856,8,"good","check numbers of sub_plot",10,NA,26,NA,16.5,16.5,2.8,"10.2.27.7.2013",12
"116","10.2.28.6.2013","0.486409142635561","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2013,20,17,28,6,13,34,488,53,76,0.56,852,8,"good","check numbers of sub_plot",10,NA,42.2,NA,18,18,2.5,"10.2.28.6.2013",12
"117","10.2.29.1.2011","0.69328756959543","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,20,13,29,1,17,7,456,54,57,0.77,858,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.29.1.2011",12
"118","10.2.29.2.2012","0.481341964111885","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2012,16,19,29,2,21,38,507,51,86,0.48,851,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.29.2.2012",12
"119","10.2.29.8.2013","0.356252137344715","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2013,20,22,29,8,14,20,483,52,100,0.42,857,8,"good","check numbers of sub_plot",10,NA,29.9,NA,16.4,16.4,3.2,"10.2.29.8.2013",12
"120","10.2.29.9.2013","0.471841279370614","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2013,20,19,29,9,10,4,520,51,86,0.48,856,8,"good","check numbers of sub_plot",10,NA,28.5,NA,18,18,3,"10.2.29.9.2013",12
"121","10.2.30.10.2011","0.36312754519369","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,20,25,30,10,15,35,482,50,115,0.36,856,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.30.10.2011",12
"122","10.2.4.7.2011","0.173523899266455","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,20,27,4,7,17,22,436,23,124,0.15,859,8,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.4.7.2011",12
"123","10.2.7.3.2009","0.151626354818861","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,2,2009,20,27,7,3,16,48,497,25,124,0.16,834,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.2.7.3.2009",12
"124","10.NA.14.8.2009","0.151808160999699","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,NA,2009,10.2,27,14,8,9,54,511,34,124,0.22,835,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.NA.14.8.2009",12
"125","10.NA.15.9.2009","0.169685768782098","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,NA,2009,10.2,27,15,9,8,57,491,32,124,0.2,840,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.NA.15.9.2009",12
"126","10.NA.16.12.2009","0.235014789763206","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,NA,2009,11,27,16,12,13,52,490,41,124,0.26,831,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.NA.16.12.2009",12
"127","10.NA.16.7.2009","0.151626354818861","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,NA,2009,10.2,27,16,7,15,38,512,26,124,0.17,834,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.NA.16.7.2009",12
"128","10.NA.17.6.2009","0.134940587555288","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,NA,2009,10.2,27,17,6,15,8,490,28,124,0.18,835,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.NA.17.6.2009",12
"129","10.NA.21.10.2009","0.302525484914369","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,NA,2009,NA,27,21,10,17,26,458,46,124,0.29,832,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.NA.21.10.2009",12
"130","10.NA.8.4.2009","0.151626354818861","SPD-02",10,NA,NA,"TOTAL",NA,NA,NA,NA,2009,10.2,27,8,4,15,3,475,27,124,0.17,834,NA,"good","check numbers of sub_plot",10,NA,NA,NA,NA,10.586231884058,NA,"10.NA.8.4.2009",12
"131","11.1.11.6.2011","0.356532939179659","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,21,48,11,6,12,22,483,51,120,0.35,860,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.11.6.2011",12
"132","11.1.16.6.2010","0.624100217443205","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,11.1,15,16,6,11,36,476,50,67,0.59,835,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.16.6.2010",12
"133","11.1.16.9.2010","0.774979146851954","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,11.1,12,16,9,10,14,468,51,52,0.78,834,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.16.9.2010",12
"134","11.1.17.11.2011","0.433809748166138","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,21,20,17,11,10,23,484,51,91,0.46,859,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.17.11.2011",12
"135","11.1.17.12.2010","0.666622663072529","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,23,14,17,12,22,12,458,53,62,0.67,825,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.17.12.2010",12
"136","11.1.17.12.2013","0.701083448027208","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2013,21,18,17,12,11,34,486,52,57,0.73,852,8,"good","check numbers of sub_plot",11,NA,36.1,NA,19.4,19.4,3.1,"11.1.17.12.2013",12
"137","11.1.17.7.2010","0.405791395630332","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,11.1,23,17,7,12,9,467,51,105,0.39,837,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.17.7.2010",12
"138","11.1.17.9.2011","0.293960393728225","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,5,27,17,9,21,59,493,47,124,0.31,856,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.17.9.2011",12
"139","11.1.18.5.2011","0.259376817995493","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,21,27,18,5,22,5,459,37,124,0.24,856,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.18.5.2011",12
"140","11.1.18.8.2011","0.519965677196572","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,21,19,18,8,12,40,500,52,86,0.49,858,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.18.8.2011",12
"141","11.1.19.10.2010","0.574183861353288","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,11.1,16,19,10,16,12,510,52,72,0.57,831,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.19.10.2010",12
"142","11.1.19.12.2011","0.294647217078058","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,5,27,19,12,13,23,510,51,124,0.33,858,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.19.12.2011",12
"143","11.1.20.1.2010","0.485644710391717","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,NA,20,20,1,17,7,471,52,91,0.45,829,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.20.1.2010",12
"144","11.1.20.2.2011","0.345027729856933","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,15,25,20,2,10,39,468,51,115,0.36,854,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.20.2.2011",12
"145","11.1.21.11.2010","0.856125305565965","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,11.1,10,21,11,12,1,465,52,43,0.96,831,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.21.11.2010",12
"146","11.1.21.3.2011","0.258164776789907","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,7,27,21,3,22,34,469,38,124,0.24,852,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.21.3.2011",12
"147","11.1.21.4.2010","0.538469506268525","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,11.1,18,21,4,12,36,466,53,81,0.51,833,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.21.4.2010",12
"148","11.1.21.8.2010","0.560463463084746","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,11.1,16,21,8,14,3,456,52,72,0.58,835,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.21.8.2010",12
"149","11.1.23.4.2011","0.534792981278246","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,1,17,23,4,21,25,489,51,76,0.54,854,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.23.4.2011",12
"150","11.1.23.5.2009","0.506027203332329","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2009,19,20,23,5,16,41,472,53,91,0.46,835,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.23.5.2009",12
"151","11.1.23.5.2010","0.553963433013271","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2010,11.1,19,23,5,11,57,491,54,86,0.49,831,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.23.5.2010",12
"152","11.1.24.10.2013","0.504677531123733","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2013,21,18,24,10,9,31,497,52,81,0.52,856,8,"good","check numbers of sub_plot",11,NA,33.6,NA,18.5,18.5,3.3,"11.1.24.10.2013",12
"153","11.1.25.1.2012","0.370470494830868","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2012,5,21,25,1,16,5,514,51,96,0.43,853,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.25.1.2012",12
"154","11.1.25.11.2013","0.484815319589268","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2013,21,19,25,11,10,12,521,51,86,0.48,853,8,"good","check numbers of sub_plot",11,NA,39.9,NA,19.3,19.3,3.1,"11.1.25.11.2013",12
"155","11.1.25.5.2013","0.473268815350901","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2013,21,18,25,5,12,54,511,53,81,0.53,858,8,"good","check numbers of sub_plot",11,NA,43.7,NA,17.8,17.8,2.9,"11.1.25.5.2013",12
"156","11.1.28.6.2013","0.72157818587632","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2013,21,11,28,6,13,24,516,50,48,0.85,853,8,"good","check numbers of sub_plot",11,NA,34.6,NA,18.2,18.2,1.6,"11.1.28.6.2013",12
"157","11.1.28.9.2013","0.640664009412695","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2013,21,13,28,9,11,50,498,52,57,0.74,857,8,"good","check numbers of sub_plot",11,NA,35.1,NA,18.2,18.2,2,"11.1.28.9.2013",12
"158","11.1.29.1.2011","0.502633487956687","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,21,17,29,1,17,12,475,51,76,0.54,858,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.29.1.2011",12
"159","11.1.29.2.2012","0.25786176648851","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2012,19,37,29,2,22,50,491,46,124,0.3,851,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.29.2.2012",12
"160","11.1.29.7.2013","0.457212542607638","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2013,21,17,29,7,13,54,491,52,76,0.56,859,8,"good","check numbers of sub_plot",11,NA,28.3,NA,17.6,17.6,3.2,"11.1.29.7.2013",12
"161","11.1.29.8.2013","0.305293537417068","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2013,21,27,29,8,14,7,493,51,124,0.33,858,8,"good","check numbers of sub_plot",11,NA,31.4,NA,16.8,16.8,3.5,"11.1.29.8.2013",12
"162","11.1.30.10.2011","0.450111702381275","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,21,18,30,10,15,39,468,52,81,0.52,857,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.30.10.2011",12
"163","11.1.4.7.2011","0.208471087360864","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,21,27,4,7,17,27,446,32,124,0.21,860,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.4.7.2011",12
"164","11.1.7.3.2009","0.471726437214233","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,1,2009,21,20,7,3,16,52,492,50,91,0.43,834,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.1.7.3.2009",12
"165","11.2.11.6.2011","0.364824402881511","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,22,25,11,6,12,25,472,51,115,0.36,860,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.11.6.2011",12
"166","11.2.16.6.2010","0.640967790887616","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2010,11.2,15,16,6,11,38,477,53,67,0.62,835,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.16.6.2010",12
"167","11.2.16.9.2010","0.724437028579001","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2010,11.2,12,16,9,10,16,469,51,52,0.77,834,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.16.9.2010",12
"168","11.2.17.11.2011","0.399104968312847","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,22,22,17,11,10,25,493,51,100,0.42,859,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.17.11.2011",12
"169","11.2.17.12.2010","0.602611736902496","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2010,24,16,17,12,22,14,456,54,72,0.59,825,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.17.12.2010",12
"170","11.2.17.12.2013","0.534158817544539","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2013,22,18,17,12,11,38,474,53,67,0.64,852,8,"good","check numbers of sub_plot",11,NA,36.1,NA,19.4,19.4,3.1,"11.2.17.12.2013",12
"171","11.2.17.7.2010","0.396568863911461","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2010,11.2,21,17,7,12,12,469,50,96,0.42,837,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.17.7.2010",12
"172","11.2.17.9.2011","0.304178268376533","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,6,26,17,9,22,3,506,50,120,0.34,856,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.17.9.2011",12
"173","11.2.18.5.2011","0.224793242262761","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,22,27,18,5,22,9,462,35,124,0.23,856,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.18.5.2011",12
"174","11.2.18.8.2011","0.485301298716801","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,22,18,18,8,12,43,508,50,81,0.5,858,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.18.8.2011",12
"175","11.2.19.10.2010","0.574183861353288","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2010,11.2,60,19,10,16,18,487,53,72,0.58,831,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.19.10.2010",12
"176","11.2.19.12.2011","0.321827241113333","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,6,26,19,12,13,26,483,51,120,0.35,858,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.19.12.2011",12
"177","11.2.20.2.2011","0.320326881014903","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,16,21,20,2,10,42,455,51,96,0.43,854,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.20.2.2011",12
"178","11.2.21.11.2010","0.940059159052824","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2010,11.2,10,21,11,12,3,470,57,43,1.05,831,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.21.11.2010",12
"179","11.2.21.3.2011","0.24095379167058","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,8,27,21,3,22,37,469,36,124,0.23,852,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.21.3.2011",12
"180","11.2.21.4.2010","0.572123850410308","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2010,11.2,17,21,4,12,38,468,53,76,0.54,833,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.21.4.2010",12
"181","11.2.21.8.2010","0.607232643998794","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2010,11.2,15,21,8,14,5,459,51,67,0.61,835,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.21.8.2010",12
"182","11.2.23.4.2011","0.556357214394305","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,2,16,23,4,21,29,501,53,72,0.6,854,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.23.4.2011",12
"183","11.2.23.5.2009","0.506027203332329","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2009,20,18,23,5,16,44,472,52,81,0.51,835,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.23.5.2009",12
"184","11.2.23.5.2010","0.541373354990243","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2010,11.2,16,23,5,11,59,477,51,72,0.56,831,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.23.5.2010",12
"185","11.2.24.10.2013","0.521500115494524","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2013,22,15,24,10,9,34,502,52,67,0.63,856,8,"good","check numbers of sub_plot",11,NA,33.6,NA,18.5,18.5,3.3,"11.2.24.10.2013",12
"186","11.2.25.1.2012","0.413548459346085","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2012,6,20,25,1,16,8,505,52,91,0.46,853,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.25.1.2012",12
"187","11.2.25.11.2013","0.434662010666241","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2013,22,39,25,11,10,17,509,51,100,0.41,853,8,"good","check numbers of sub_plot",11,NA,39.9,NA,19.3,19.3,3.1,"11.2.25.11.2013",12
"188","11.2.25.5.2013","0.494971764442832","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2013,22,16,25,5,12,59,501,52,72,0.59,857,8,"good","check numbers of sub_plot",11,NA,43.7,NA,17.8,17.8,2.9,"11.2.25.5.2013",12
"189","11.2.28.6.2013","0.737977690100782","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2013,22,11,28,6,13,26,516,53,48,0.89,853,8,"good","check numbers of sub_plot",11,NA,34.6,NA,18.2,18.2,1.6,"11.2.28.6.2013",12
"190","11.2.28.9.2013","0.590085271827482","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2013,22,15,28,9,11,47,510,52,67,0.63,857,8,"good","check numbers of sub_plot",11,NA,35.1,NA,18.2,18.2,2,"11.2.28.9.2013",12
"191","11.2.29.1.2011","0.537297866436458","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,22,15,29,1,17,14,477,50,67,0.61,858,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.29.1.2011",12
"192","11.2.29.2.2012","0.240670982055943","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2012,21,27,29,2,22,56,474,42,124,0.27,851,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.29.2.2012",12
"193","11.2.29.7.2013","0.440278744733281","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2013,22,21,29,7,13,58,490,51,81,0.51,859,8,"good","check numbers of sub_plot",11,NA,28.3,NA,17.6,17.6,3.2,"11.2.29.7.2013",12
"194","11.2.29.8.2013","0.314930328370889","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2013,22,27,29,8,14,11,517,51,120,0.35,858,8,"good","check numbers of sub_plot",11,NA,31.4,NA,16.8,16.8,3.5,"11.2.29.8.2013",12
"195","11.2.30.10.2011","0.432799713828149","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,22,20,30,10,15,42,484,52,91,0.47,857,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.30.10.2011",12
"196","11.2.4.7.2011","0.191098496747458","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2011,22,27,4,7,17,30,448,27,124,0.17,860,8,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.4.7.2011",12
"197","11.2.7.3.2009","0.488573809971884","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,2,2009,22,18,7,3,16,54,468,51,81,0.49,834,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.2.7.3.2009",12
"198","11.NA.14.8.2009","0.438556909554685","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,NA,2009,11.2,22,14,8,10,1,457,51,100,0.4,835,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.NA.14.8.2009",12
"199","11.NA.15.9.2009","0.526025883224504","SPD-02",11,NA,NA,"TOTAL",NA,NA,NA,NA,2009,11.2,31,15,9,9,9,509,50,81,0.49,840,NA,"good","check numbers of sub_plot",11,NA,NA,NA,NA,10.586231884058,NA,"11.NA.15.9.2009",12
